year,industry_code,industry,employees,total_monthly,regular_monthly,total_hours,regular_hours,source_release,tsic_version,employment_share,regular_hourly,total_hourly,real_regular_monthly,real_total_monthly,real_regular_hourly,real_total_hourly,cpi_2024_100
2021,L,real_estate,125314.0000000000,57330.0000000000,43235.0000000000,166.6000000000,163.7000000000,2021,11,0.0154137970,264.1111789859,344.1176470588,46613.0946666667,61809.3840000000,284.7470657707,371.0047058824,92.7529062577
2021,M,professional_scientific,308855.0000000000,65478.0000000000,54386.0000000000,162.7000000000,159.1000000000,2021,11,0.0379895963,341.8353236958,402.4462200369,58635.3594666667,70594.0144000000,368.5440569872,433.8906846958,92.7529062577
2021,N,support_services,401971.0000000000,38162.0000000000,34574.0000000000,180.1000000000,171.4000000000,2021,11,0.0494429943,201.7152858810,211.8933925597,37275.3818666667,41143.7242666667,217.4759735511,228.4493296317,92.7529062577
2021,P,education,142189.0000000000,31389.0000000000,28063.0000000000,140.6000000000,138.8000000000,2021,11,0.0174894456,202.1829971182,223.2503556188,30255.6557333333,33841.5272000000,217.9802286263,240.6936500711,92.7529062577
2021,Q,health_social,462132.0000000000,64020.0000000000,53505.0000000000,158.1000000000,154.6000000000,2021,11,0.0568428813,346.0866752911,404.9335863378,57685.5240000000,69022.0960000000,373.1275808538,436.5723972170,92.7529062577
2021,R,arts_recreation,59535.0000000000,38650.0000000000,36643.0000000000,137.9000000000,136.2000000000,2021,11,0.0073228881,269.0381791483,280.2755620015,39506.0397333333,41669.8533333333,290.0590288791,302.1744259125,92.7529062577
2021,S,other_services,105692.0000000000,36011.0000000000,32151.0000000000,161.2000000000,159.3000000000,2021,11,0.0130002636,201.8267419962,223.3933002481,34663.0648000000,38824.6594666667,217.5961381042,240.8477634409,92.7529062577
2022,B,mining,3428.0000000000,58625.0000000000,43531.0000000000,168.5000000000,162.0000000000,2022,11,0.0004195422,268.7098765432,347.9228486647,45588.8700945473,61396.4188576609,281.4127783614,364.3704383244,95.4860252288
2022,C,manufacturing,2868913.0000000000,60451.0000000000,42191.0000000000,174.7000000000,159.6000000000,2022,11,0.3511172881,264.3546365915,346.0274756726,44185.5233778008,63308.7405776454,276.8516502368,362.3854640964,95.4860252288
2022,D,electricity_gas,33442.0000000000,95603.0000000000,64695.0000000000,177.8000000000,166.4000000000,2022,11,0.0040928618,388.7920673077,537.6996625422,67753.3700297889,100122.5045978500,407.1716948906,563.1186985256,95.4860252288
2022,E,water_waste,33999.0000000000,45955.0000000000,37370.0000000000,169.9000000000,163.7000000000,2022,11,0.0041610313,228.2834453268,270.4826368452,39136.6170185209,48127.4614687217,239.0752414082,283.2693435475,95.4860252288
2022,F,construction,481895.0000000000,48545.0000000000,41389.0000000000,166.2000000000,162.1000000000,2022,11,0.0589776217,255.3300431832,292.0878459687,43345.6098950913,50839.9002719855,267.4004311850,305.8959101804,95.4860252288
2022,G,wholesale_retail,1705904.0000000000,52038.0000000000,43022.0000000000,160.7000000000,157.6000000000,2022,11,0.2087802545,272.9822335025,323.8207840697,45055.8077969175,54498.0271985494,285.8871053104,339.1289807004,95.4860252288
2022,H,transportation_storage,293656.0000000000,62232.0000000000,46995.0000000000,170.7000000000,162.5000000000,2022,11,0.0359396393,289.2000000000,364.5694200351,49216.6260847041,65173.9349825152,302.8715451366,381.8039542034,95.4860252288
2022,I,accommodation_food,485463.0000000000,36099.0000000000,33638.0000000000,157.8000000000,153.7000000000,2022,11,0.0594142980,218.8549121666,228.7642585551,35228.1916850149,37805.5321849501,229.2009868901,239.5787844420,95.4860252288
2022,J,information_communication,241261.0000000000,79142.0000000000,64035.0000000000,162.4000000000,160.3000000000,2022,11,0.0295271791,399.4697442296,487.3275862069,67062.1694081078,82883.3327289211,418.3541447792,510.3653493160,95.4860252288
2022,K,finance_insurance,398382.0000000000,100390.0000000000,65598.0000000000,166.2000000000,162.7000000000,2022,11,0.0487567268,403.1837738168,604.0312876053,68699.0581530890,105135.8036523766,422.2437501726,632.5860628904,95.4860252288
2022,L,real_estate,127261.0000000000,57200.0000000000,43392.0000000000,168.0000000000,165.1000000000,2022,11,0.0155750757,262.8225317989,340.4761904762,45443.2990545266,59904.0538790312,275.2471172291,356.5717492799,95.4860252288
2022,M,professional_scientific,307792.0000000000,67728.0000000000,56177.0000000000,163.2000000000,159.7000000000,2022,11,0.0376697001,351.7658108954,415.0000000000,58832.6929154255,70929.7510685145,368.3950714804,434.6185727237,95.4860252288
2022,N,support_services,405713.0000000000,38528.0000000000,35057.0000000000,177.2000000000,169.4000000000,2022,11,0.0496539450,206.9480519481,217.4266365688,36714.2730216293,40349.3599274705,216.7312457003,227.7051914643,95.4860252288
2022,P,education,145584.0000000000,32236.0000000000,29213.0000000000,146.0000000000,144.4000000000,2022,11,0.0178175704,202.3060941828,220.7945205479,30594.0056987437,33759.9140007771,211.8698455592,231.2322876766,95.4860252288
2022,Q,health_social,472126.0000000000,66543.0000000000,55223.0000000000,160.0000000000,156.3000000000,2022,11,0.0577820243,353.3141394754,415.8937500000,57833.5938349955,69688.7317704961,370.0165952335,435.5545735656,95.4860252288
2022,R,arts_recreation,61619.0000000000,39886.0000000000,37738.0000000000,152.8000000000,150.3000000000,2022,11,0.0075413567,251.0844976713,261.0340314136,39522.0137287916,41771.5575702629,262.9541831590,273.3740678682,95.4860252288
2022,S,other_services,104373.0000000000,37565.0000000000,34080.0000000000,166.2000000000,164.4000000000,2022,11,0.0127738850,207.2992700730,226.0228640193,35691.0866468074,39340.8353840176,217.0990671947,236.7077941277,95.4860252288
2023,B,mining,3105.0000000000,61765.0000000000,45413.0000000000,168.0000000000,160.5000000000,2023,11,0.0003686316,282.9470404984,367.6488095238,46403.2878252972,63111.8638391976,289.1170581015,375.6658561857,97.8659102152
2023,C,manufacturing,2888729.0000000000,62492.0000000000,42995.0000000000,174.4000000000,159.2000000000,2023,11,0.3429554684,270.0690954774,358.3256880734,43932.5602811673,63854.7169924574,275.9582932234,366.1394322962,97.8659102152
