year,industry_code,industry,employees,total_monthly,regular_monthly,total_hours,regular_hours,source_release,tsic_version,employment_share,regular_hourly,total_hourly,real_regular_monthly,real_total_monthly,real_regular_hourly,real_total_hourly,cpi_2024_100
2023,D,electricity_gas,35934.0000000000,96596.0000000000,65898.0000000000,178.0000000000,165.7000000000,2023,11,0.0042661537,397.6946288473,542.6741573034,67334.9891245113,98702.3977885717,406.3668625499,554.5078527448,97.8659102152
2023,E,water_waste,39323.0000000000,46328.0000000000,37870.0000000000,168.7000000000,162.9000000000,2023,11,0.0046685023,232.4739103745,274.6176644932,38695.8031828772,47338.2405560163,237.5432976236,280.6060495318,97.8659102152
2023,F,construction,485376.0000000000,49477.0000000000,42445.0000000000,166.1000000000,161.8000000000,2023,11,0.0576247732,262.3300370828,297.8747742324,43370.5668364728,50555.9084784583,268.0504748855,304.3703099245,97.8659102152
2023,G,wholesale_retail,1703230.0000000000,51159.0000000000,44311.0000000000,163.2000000000,159.9000000000,2023,11,0.2022107447,277.1169480926,313.4742647059,45277.2573233819,52274.5866129605,283.1598331669,320.3099669912,97.8659102152
2023,H,transportation_storage,296726.0000000000,61957.0000000000,47988.0000000000,171.0000000000,162.3000000000,2023,11,0.0352278820,295.6746765250,362.3216374269,49034.4389527307,63308.0506417091,302.1222363076,370.2225183726,97.8659102152
2023,I,accommodation_food,517943.0000000000,37662.0000000000,33981.0000000000,161.0000000000,155.8000000000,2023,11,0.0614911901,218.1065468549,233.9254658385,34721.9986257552,38483.2674801564,222.8626355953,239.0265060879,97.8659102152
2023,J,information_communication,278230.0000000000,80434.0000000000,65786.0000000000,162.2000000000,159.9000000000,2023,11,0.0330320013,411.4196372733,495.8939580764,67220.5468230462,82187.9649646566,420.3911621204,506.7075521865,97.8659102152
2023,K,finance_insurance,401054.0000000000,98243.0000000000,66019.0000000000,165.6000000000,161.8000000000,2023,11,0.0476139030,408.0284301607,593.2548309179,67458.6276823441,100385.3127038660,416.9260054533,606.1915018349,97.8659102152
2023,L,real_estate,135099.0000000000,55337.0000000000,43493.0000000000,170.1000000000,166.4000000000,2023,11,0.0160392134,261.3762019231,325.3203997648,44441.4198001817,56543.6931801129,267.0758401453,332.4144219877,97.8659102152
2023,M,professional_scientific,343467.0000000000,66841.0000000000,55866.0000000000,163.9000000000,160.5000000000,2023,11,0.0407770635,348.0747663551,407.8157413057,57084.2286932828,68298.5524305967,355.6649762821,416.7086786492,97.8659102152
2023,N,support_services,435767.0000000000,39193.0000000000,35742.0000000000,177.2000000000,169.9000000000,2023,11,0.0517350972,210.3708063567,221.1794582393,36521.3994550409,40047.6528689334,214.9582075047,226.0025556938,97.8659102152
2023,P,education,158157.0000000000,33433.0000000000,30021.0000000000,145.7000000000,144.1000000000,2023,11,0.0187767035,208.3344899375,229.4646533974,30675.6458239545,34162.0487935869,212.8774866340,234.4684199972,97.8659102152
2023,Q,health_social,502454.0000000000,68516.0000000000,54034.0000000000,165.9000000000,161.5000000000,2023,11,0.0596523062,334.5758513932,412.9957805907,55212.2796193184,70010.0779212574,341.8717004292,422.0016752336,97.8659102152
2023,R,arts_recreation,82651.0000000000,41508.0000000000,38148.0000000000,162.7000000000,159.3000000000,2023,11,0.0098124858,239.4726930320,255.1198524892,38979.8653240137,42413.1343679659,244.6946975770,260.6830631098,97.8659102152
2023,S,other_services,115799.0000000000,39599.0000000000,35482.0000000000,168.6000000000,166.6000000000,2023,11,0.0137478802,212.9771908764,234.8695136418,36255.7298266398,40462.5062117443,217.6214275309,239.9911400459,97.8659102152
2024,B,mining,3038.0000000000,63873.0000000000,46934.0000000000,166.6000000000,159.6000000000,2024,11,0.0003592222,294.0726817043,383.3913565426,46934.0000000000,63873.0000000000,294.0726817043,383.3913565426,100.0000000000
2024,C,manufacturing,2861523.0000000000,65622.0000000000,44306.0000000000,177.1000000000,160.9000000000,2024,11,0.3383549943,275.3635798633,370.5364201016,44306.0000000000,65622.0000000000,275.3635798633,370.5364201016,100.0000000000
2024,D,electricity_gas,36458.0000000000,96730.0000000000,66020.0000000000,175.9000000000,164.0000000000,2024,11,0.0043109024,402.5609756098,549.9147242752,66020.0000000000,96730.0000000000,402.5609756098,549.9147242752,100.0000000000
2024,E,water_waste,38955.0000000000,48039.0000000000,39161.0000000000,167.9000000000,162.0000000000,2024,11,0.0046061551,241.7345679012,286.1167361525,39161.0000000000,48039.0000000000,241.7345679012,286.1167361525,100.0000000000
2024,F,construction,495067.0000000000,51196.0000000000,43267.0000000000,167.3000000000,162.3000000000,2024,11,0.0585381952,266.5865680838,306.0131500299,43267.0000000000,51196.0000000000,266.5865680838,306.0131500299,100.0000000000
2024,G,wholesale_retail,1713292.0000000000,53814.0000000000,45838.0000000000,163.6000000000,160.1000000000,2024,11,0.2025847441,286.3085571518,328.9364303178,45838.0000000000,53814.0000000000,286.3085571518,328.9364303178,100.0000000000
2024,H,transportation_storage,296707.0000000000,65184.0000000000,49696.0000000000,170.5000000000,161.4000000000,2024,11,0.0350835186,307.9058240397,382.3108504399,49696.0000000000,65184.0000000000,307.9058240397,382.3108504399,100.0000000000
2024,I,accommodation_food,534428.0000000000,38568.0000000000,34332.0000000000,162.7000000000,156.5000000000,2024,11,0.0631923570,219.3738019169,237.0497848801,34332.0000000000,38568.0000000000,219.3738019169,237.0497848801,100.0000000000
2024,J,information_communication,276000.0000000000,83822.0000000000,67540.0000000000,162.2000000000,159.6000000000,2024,11,0.0326350613,423.1829573935,516.7817509248,67540.0000000000,83822.0000000000,423.1829573935,516.7817509248,100.0000000000
2024,K,finance_insurance,405844.0000000000,107319.0000000000,69606.0000000000,164.3000000000,160.5000000000,2024,11,0.0479882022,433.6822429907,653.1892878880,69606.0000000000,107319.0000000000,433.6822429907,653.1892878880,100.0000000000
2024,L,real_estate,135264.0000000000,57069.0000000000,44699.0000000000,166.4000000000,163.8000000000,2024,11,0.0159940179,272.8876678877,342.9627403846,44699.0000000000,57069.0000000000,272.8876678877,342.9627403846,100.0000000000
2024,M,professional_scientific,343343.0000000000,68477.0000000000,56844.0000000000,163.5000000000,160.3000000000,2024,11,0.0405978980,354.6101060512,418.8195718654,56844.0000000000,68477.0000000000,354.6101060512,418.8195718654,100.0000000000
2024,N,support_services,443846.0000000000,40648.0000000000,36661.0000000000,176.5000000000,169.1000000000,2024,11,0.0524816717,216.8007096393,230.3002832861,36661.0000000000,40648.0000000000,216.8007096393,230.3002832861,100.0000000000
2024,P,education,159347.0000000000,34121.0000000000,30656.0000000000,144.4000000000,142.8000000000,2024,11,0.0188416634,214.6778711485,236.2950138504,30656.0000000000,34121.0000000000,214.6778711485,236.2950138504,100.0000000000
2024,Q,health_social,513371.0000000000,68886.0000000000,54293.0000000000,165.7000000000,161.0000000000,2024,11,0.0607025146,337.2236024845,415.7272178636,54293.0000000000,68886.0000000000,337.2236024845,415.7272178636,100.0000000000
2024,R,arts_recreation,82976.0000000000,42729.0000000000,39037.0000000000,163.8000000000,161.0000000000,2024,11,0.0098113291,242.4658385093,260.8608058608,39037.0000000000,42729.0000000000,242.4658385093,260.8608058608,100.0000000000
2024,S,other_services,117703.0000000000,40200.0000000000,35813.0000000000,167.3000000000,165.1000000000,2024,11,0.0139175530,216.9170199879,240.2869097430,35813.0000000000,40200.0000000000,216.9170199879,240.2869097430,100.0000000000
