industry,industry_name,employees,total_monthly,regular_monthly,total_hours,regular_hours,year,table_group,tsic_version,regime,employment_share,regular_hourly,total_hourly,real_regular_monthly,real_total_monthly,real_regular_hourly,real_total_hourly,cpi_2024_100
不動產經營及相關服務業,不動產經營及相關服務業,76652.0000000000,49090.0000000000,38565.0000000000,170.5000000000,166.6000000000,2020,10,10,tsic10_2016_2020,0.0096355882,231.4825930372,287.9178885630,42397.5445483978,53968.5067258096,254.4870621152,316.5308312364,90.9604563443
不動產開發業,不動產開發業,45873.0000000000,62706.0000000000,49714.0000000000,165.4000000000,164.2000000000,2020,10,10,tsic10_2016_2020,0.0057664945,302.7649208283,379.1172914148,54654.5191152353,68937.6488643027,332.8533441854,416.7935239680,90.9604563443
人身保險業,人身保險業,116517.0000000000,80254.0000000000,63145.0000000000,166.2000000000,164.8000000000,2020,10,10,tsic10_2016_2020,0.0146468432,383.1614077670,482.8760529483,69420.2761703249,88229.5485592407,421.2395398685,530.8637097427,90.9604563443
信用合作社,信用合作社,3972.0000000000,76055.0000000000,47316.0000000000,165.2000000000,164.0000000000,2020,10,10,tsic10_2016_2020,0.0004993028,288.5121951220,460.3813559322,52018.2086827950,83613.2568553972,317.1841992853,506.1335160738,90.9604563443
其他保險輔助業,其他保險輔助業,976.0000000000,117626.0000000000,86203.0000000000,169.1000000000,166.7000000000,2020,10,10,tsic10_2016_2020,0.0001226887,517.1145770846,695.6002365464,94769.7532141977,129315.5341643936,568.5048183215,764.7281736511,90.9604563443
其他金融服務業,其他金融服務業,40291.0000000000,111443.0000000000,60278.0000000000,159.5000000000,157.8000000000,2020,10,10,tsic10_2016_2020,0.0050648057,381.9898605830,698.7021943574,66268.3570669862,122518.0748634019,419.9515656970,768.1384003975,90.9604563443
證券期貨及金融輔助業,證券期貨及金融輔助業,51029.0000000000,94164.0000000000,65851.0000000000,165.2000000000,164.1000000000,2020,10,10,tsic10_2016_2020,0.0064146327,401.2858013406,570.0000000000,72395.1952821611,103521.9080735208,441.1651144556,626.6459326484,90.9604563443
財產保險業,財產保險業,17320.0000000000,65868.0000000000,47206.0000000000,164.3000000000,162.5000000000,2020,10,10,tsic10_2016_2020,0.0021772216,290.4984615385,400.9007912355,51897.2770115822,72413.8847222576,319.3678585328,440.7418424970,90.9604563443
農會及漁會信用部,農會及漁會信用部,10687.0000000000,65993.0000000000,50951.0000000000,166.2000000000,165.4000000000,2020,10,10,tsic10_2016_2020,0.0013434161,308.0471584039,397.0697954272,56014.4507269653,72551.3070759086,338.6605243468,436.5301268105,90.9604563443
銀行業,銀行業,154071.0000000000,106409.0000000000,67386.0000000000,170.9000000000,163.9000000000,2020,10,10,tsic10_2016_2020,0.0193675926,411.1409395973,622.6389701580,74082.7417849950,116983.8018371700,451.9996448139,684.5161020314,90.9604563443
企業總管理機構及管理顧問業,企業總管理機構及管理顧問業,79672.0000000000,62729.0000000000,52562.0000000000,164.1000000000,160.7000000000,2020,11,10,tsic10_2016_2020,0.0100152192,327.0815183572,382.2608165753,57785.5500208190,68962.9345773744,359.5864967070,420.2494489785,90.9604563443
其他專業科學及技術服務業,其他專業、科學及技術服務業,19189.0000000000,52751.0000000000,46827.0000000000,161.5000000000,159.2000000000,2020,11,10,tsic10_2016_2020,0.0024121654,294.1394472362,326.6315789474,51480.6124353124,57993.3326195393,323.3706811263,359.0918428454,90.9604563443
專門設計業,專門設計業,28368.0000000000,68318.0000000000,59576.0000000000,168.7000000000,165.0000000000,2020,11,10,tsic10_2016_2020,0.0035660174,361.0666666667,404.9673977475,65496.5931288823,75107.3628538167,396.9490492660,445.2125836029,90.9604563443
廣告業及市場研究業,廣告業及市場研究業,38352.0000000000,51950.0000000000,46423.0000000000,160.4000000000,159.0000000000,2020,11,10,tsic10_2016_2020,0.0048210624,291.9685534591,323.8778054863,51036.4633883125,57112.7301773438,320.9840464674,356.0644026019,90.9604563443
建築工程服務及技術檢測,建築、工程服務及技術檢測、,71115.0000000000,67212.0000000000,53488.0000000000,166.5000000000,161.6000000000,2020,11,10,tsic10_2016_2020,0.0089395561,330.9900990099,403.6756756757,58803.5748166654,73891.4498687129,363.8835075289,443.7924917040,90.9604563443
會計服務業,會計服務業,28880.0000000000,63269.0000000000,50905.0000000000,177.5000000000,162.7000000000,2020,11,10,tsic10_2016_2020,0.0036303787,312.8764597419,356.4450704225,55963.8793008217,69556.5991451466,343.9697559977,391.8681641980,90.9604563443
法律服務業,法律服務業,12469.0000000000,62386.0000000000,47793.0000000000,162.0000000000,160.3000000000,2020,11,10,tsic10_2016_2020,0.0015674235,298.1472239551,385.0987654321,52542.6123843271,68585.8476389562,327.7767460033,423.3694298701,90.9604563443
人力仲介業,人力仲介業,21820.0000000000,38798.0000000000,36216.0000000000,165.9000000000,163.7000000000,2020,12,10,tsic10_2016_2020,0.0027428969,221.2339645693,233.8637733574,39815.1036785887,42653.6998156032,243.2199369492,257.1048813478,90.9604563443
人力供應業,人力供應業,127031.0000000000,39026.0000000000,35812.0000000000,169.1000000000,161.6000000000,2020,12,10,tsic10_2016_2020,0.0159685122,221.6089108911,230.7865168539,39370.9546315888,42904.3581886626,243.6321449975,253.7218106958,90.9604563443
保全及偵探業,保全及偵探業,93592.0000000000,36209.0000000000,31861.0000000000,227.0000000000,207.1000000000,2020,12,10,tsic10_2016_2020,0.0117650416,153.8435538387,159.5110132159,35027.3088773889,39807.4080267843,169.1323461004,175.3630309550,90.9604563443
建築物及綠化服務業,建築物及綠化服務業,94572.0000000000,32782.0000000000,31008.0000000000,168.6000000000,163.9000000000,2020,12,10,tsic10_2016_2020,0.0118882331,189.1885295912,194.4365361803,34089.5387360746,36039.8367790892,207.9898641615,213.7594115011,90.9604563443
教育輔助及其他教育業,教育輔助及其他教育業,72685.0000000000,27081.0000000000,24919.0000000000,126.5000000000,125.9000000000,2020,12,10,tsic10_2016_2020,0.0091369139,197.9269261319,214.0790513834,27395.4210450285,29772.2780737757,217.5966723195,235.3539768678,90.9604563443
旅行及相關服務業,旅行及相關服務業,26779.0000000000,42926.0000000000,39126.0000000000,157.3000000000,156.8000000000,2020,12,10,tsic10_2016_2020,0.0033662711,249.5280612245,272.8925619835,43014.2960715834,47191.9356225729,274.3258678035,300.0123052929,90.9604563443
租賃業,租賃業,20160.0000000000,44339.0000000000,36385.0000000000,166.0000000000,163.6000000000,2020,12,10,tsic10_2016_2020,0.0025342256,222.4022004890,267.1024096386,40000.8987007248,48745.3579082435,244.5042707868,293.6467343870,90.9604563443
行政支援服務業,行政支援服務業,19190.0000000000,46111.0000000000,41924.0000000000,159.2000000000,153.8000000000,2020,12,10,tsic10_2016_2020,0.0024122911,272.5877763329,289.6419597990,46090.3580357067,50693.4571935997,299.6772304012,318.4262386533,90.9604563443
創作及藝術表演業,創作及藝術表演業,10827.0000000000,43188.0000000000,38584.0000000000,139.8000000000,138.3000000000,2020,13,10,tsic10_2016_2020,0.0013610149,278.9877078814,308.9270386266,42418.4327461527,47479.9728758253,306.7131796540,339.6278460359,90.9604563443
運動娛樂及休閒服務業,運動、娛樂及休閒服務業,60094.0000000000,40168.0000000000,37543.0000000000,161.7000000000,159.9000000000,2020,13,10,tsic10_2016_2020,0.0075541543,234.7904940588,248.4106369821,41273.9793849474,44159.8488116179,258.1236984675,273.0973952481,90.9604563443
醫療保健業,醫療保健業,394076.0000000000,68709.0000000000,56606.0000000000,162.9000000000,159.2000000000,2020,13,10,tsic10_2016_2020,0.0495375730,355.5653266332,421.7863720074,62231.4380061352,75537.2199760369,390.9009925008,463.7030078333,90.9604563443
個人及家庭用品維修業,個人及家庭用品維修業,41773.0000000000,41821.0000000000,34247.0000000000,170.1000000000,166.9000000000,2020,14,10,tsic10_2016_2020,0.0052511014,205.1947273817,245.8612580835,37650.4267638786,45977.1220162983,225.5867391485,270.2946620594,90.9604563443
其他個人服務業,其他個人服務業,29092.0000000000,36377.0000000000,33957.0000000000,164.9000000000,162.9000000000,2020,14,10,tsic10_2016_2020,0.0036570283,208.4530386740,220.6003638569,37331.6069034084,39992.1036700912,229.1688576023,242.5233697398,90.9604563443
美髮及美容美體業,美髮及美容美體業,40419.0000000000,30546.0000000000,28793.0000000000,180.2000000000,178.5000000000,2020,14,10,tsic10_2016_2020,0.0050808960,161.3053221289,169.5116537181,31654.4146293794,33581.6257169807,177.3356561870,186.3575234017,90.9604563443
石油及天然氣礦業,石油及天然氣礦業,1332.0000000000,87075.0000000000,58157.0000000000,177.2000000000,167.2000000000,2021,1,11,tsic11_2021_2024,0.0001638377,347.8289473684,491.3939051919,62701.0002666667,93878.4600000000,375.0059824561,529.7881489842,92.7529062577
砂石採取及其他礦業,砂、石採取及其他礦業,2092.0000000000,36002.0000000000,32048.0000000000,165.6000000000,162.4000000000,2021,1,11,tsic11_2021_2024,0.0002573187,197.3399014778,217.4033816425,34552.0170666667,38814.9562666667,212.7587257800,234.3898325282,92.7529062577
其他化學製品製造業,其他化學製品製造業,53090.0000000000,61358.0000000000,48240.0000000000,169.6000000000,160.2000000000,2021,2,11,tsic11_2021_2024,0.0065301377,301.1235955056,361.7806603774,52009.1520000000,66152.1050666667,324.6513857678,390.0477893082,92.7529062577
其他製造業,其他製造業,89422.0000000000,43854.0000000000,36595.0000000000,170.9000000000,160.1000000000,2021,2,11,tsic11_2021_2024,0.0109990200,228.5758900687,256.6062024576,39454.2893333333,47280.4592000000,246.4352862794,276.6557004096,92.7529062577
其他運輸工具及其零件製造業,其他運輸工具及其零件製造業,77100.0000000000,51259.0000000000,40541.0000000000,173.9000000000,158.3000000000,2021,2,11,tsic11_2021_2024,0.0094833983,256.1023373342,294.7613571018,43708.6034666667,55264.0365333333,276.1124666246,317.7920444700,92.7529062577
化學原材料肥料氮化合物,化學原材料、肥料、氮化合物、,67047.0000000000,76969.0000000000,54274.0000000000,176.5000000000,163.4000000000,2021,2,11,tsic11_2021_2024,0.0082468665,332.1542227662,436.0849858357,58514.6085333333,82982.8445333333,358.1065393717,470.1577593957,92.7529062577
印刷及資料儲存媒體複製業,印刷及資料儲存媒體複製業,54793.0000000000,39366.0000000000,32880.0000000000,168.8000000000,160.6000000000,2021,2,11,tsic11_2021_2024,0.0067396089,204.7322540473,233.2109004739,35449.0240000000,42441.7968000000,220.7286674969,251.4324454976,92.7529062577
基本金屬製造業,基本金屬製造業,111675.0000000000,60278.0000000000,42680.0000000000,182.7000000000,161.2000000000,2021,2,11,tsic11_2021_2024,0.0137361674,264.7642679901,329.9288451013,46014.7306666667,64987.7210666667,285.4511827957,355.7072855318,92.7529062577
塑膠製品製造業,塑膠製品製造業,137494.0000000000,44086.0000000000,36091.0000000000,177.2000000000,160.8000000000,2021,2,11,tsic11_2021_2024,0.0169119374,224.4465174129,248.7923250564,38910.9101333333,47530.5861333333,241.9832719735,268.2312987208,92.7529062577
家具製造業,家具製造業,30662.0000000000,33764.0000000000,29083.0000000000,167.1000000000,157.4000000000,2021,2,11,tsic11_2021_2024,0.0037714651,184.7712833545,202.0586475165,31355.3517333333,36402.0938666667,199.2080796273,217.8461631757,92.7529062577
成衣及服飾品製造業,成衣及服飾品製造業,35304.0000000000,38932.0000000000,32453.0000000000,166.2000000000,159.2000000000,2021,2,11,tsic11_2021_2024,0.0043424370,203.8505025126,234.2478941035,34988.6610666667,41973.8869333333,219.7780217755,252.5504628961,92.7529062577
木竹製品製造業,木竹製品製造業,16337.0000000000,37165.0000000000,32444.0000000000,178.2000000000,165.1000000000,2021,2,11,tsic11_2021_2024,0.0020094718,196.5112053301,208.5578002245,34978.9578666667,40068.8253333333,211.8652808399,224.8531163487,92.7529062577
機械設備製造業,機械設備製造業,235461.0000000000,43681.0000000000,33696.0000000000,172.2000000000,159.6000000000,2021,2,11,tsic11_2021_2024,0.0289620033,211.1278195489,253.6643437863,36328.7808000000,47093.9421333333,227.6239398496,273.4839845141,92.7529062577
橡膠製品製造業,橡膠製品製造業,39473.0000000000,44611.0000000000,34856.0000000000,181.4000000000,160.0000000000,2021,2,11,tsic11_2021_2024,0.0048552293,217.8500000000,245.9261300992,37579.4154666667,48096.6061333333,234.8713466667,265.1411583976,92.7529062577
汽車及其零件製造業,汽車及其零件製造業,83651.0000000000,47855.0000000000,37785.0000000000,173.0000000000,158.4000000000,2021,2,11,tsic11_2021_2024,0.0102891797,238.5416666667,276.6184971098,40737.2680000000,51594.0706666667,257.1797222222,298.2316223507,92.7529062577
產業用機械設備維修及安裝業,產業用機械設備維修及安裝業,46316.0000000000,61559.0000000000,47106.0000000000,169.1000000000,160.2000000000,2021,2,11,tsic11_2021_2024,0.0056969271,294.0449438202,364.0390301597,50786.5488000000,66368.8098666667,317.0196554307,392.4826130495,92.7529062577
皮革毛皮及其製品製造業,皮革、毛皮及其製品製造業,19279.0000000000,45394.0000000000,37474.0000000000,165.1000000000,158.5000000000,2021,2,11,tsic11_2021_2024,0.0023713416,236.4290220820,274.9485160509,40401.9685333333,48940.7845333333,254.9020096740,296.4311601050,92.7529062577
石油及煤製品製造業,石油及煤製品製造業,11543.0000000000,86748.0000000000,62867.0000000000,175.3000000000,162.3000000000,2021,2,11,tsic11_2021_2024,0.0014198037,387.3505853358,494.8545350827,67779.0082666667,93525.9104000000,417.6155777367,533.5191694238,92.7529062577
紙漿紙及紙製品製造業,紙漿、紙及紙製品製造業,50940.0000000000,41925.0000000000,33961.0000000000,177.6000000000,160.9000000000,2021,2,11,tsic11_2021_2024,0.0062656850,211.0689869484,236.0641891892,36614.4861333333,45200.7400000000,227.5605104620,254.5086711712,92.7529062577
紡織業,紡織業,93743.0000000000,40690.0000000000,35520.0000000000,169.8000000000,159.3000000000,2021,2,11,tsic11_2021_2024,0.0115305086,222.9755178908,239.6348645465,38295.2960000000,43869.2453333333,240.3973383553,258.3583352964,92.7529062577
藥品及醫用化學製品製造業,藥品及醫用化學製品製造業,33794.0000000000,56052.0000000000,41516.0000000000,174.9000000000,160.6000000000,2021,2,11,tsic11_2021_2024,0.0041567051,258.5056039851,320.4802744425,44759.7834666667,60431.5296000000,278.7035085098,345.5204665523,92.7529062577
金屬製品製造業,金屬製品製造業,350657.0000000000,39865.0000000000,33032.0000000000,171.6000000000,159.1000000000,2021,2,11,tsic11_2021_2024,0.0431312582,207.6178504085,232.3135198135,35612.9002666667,42979.7853333333,223.8397251205,250.4649494949,92.7529062577
電力設備及配備製造業,電力設備及配備製造業,125398.0000000000,48970.0000000000,36647.0000000000,178.6000000000,159.4000000000,2021,2,11,tsic11_2021_2024,0.0154241139,229.9058971142,274.1881298992,39510.3522666667,52796.1893333333,247.8692112087,295.6113624487,92.7529062577
電子零組件製造業,電子零組件製造業,642527.0000000000,82638.0000000000,49625.0000000000,183.5000000000,161.2000000000,2021,2,11,tsic11_2021_2024,0.0790316405,307.8473945409,450.3433242507,53502.3666666667,89094.7824000000,331.9005376344,485.5301493188,92.7529062577
電腦電子產品及光學製品製造業,電腦、電子產品及光學製品製造業,232525.0000000000,78201.0000000000,48550.0000000000,171.6000000000,160.0000000000,2021,2,11,tsic11_2021_2024,0.0286008716,303.4375000000,455.7167832168,52343.3733333333,84311.1048000000,327.1460833333,491.3234545455,92.7529062577
非金屬礦物製品製造業,非金屬礦物製品製造業,71003.0000000000,45452.0000000000,35707.0000000000,177.0000000000,162.2000000000,2021,2,11,tsic11_2021_2024,0.0087334596,220.1418002466,256.7909604520,38496.9069333333,49003.3162666667,237.3422129059,276.8548941620,92.7529062577
食品及飼品製造業,食品及飼品製造業,133573.0000000000,43969.0000000000,36449.0000000000,173.4000000000,158.7000000000,2021,2,11,tsic11_2021_2024,0.0164296494,229.6723377442,253.5697808535,39296.8818666667,47404.4445333333,247.6174030666,273.3820330642,92.7529062577
飲料及菸草製造業,飲料及菸草製造業,15876.0000000000,57800.0000000000,44336.0000000000,172.2000000000,162.7000000000,2021,2,11,tsic11_2021_2024,0.0019527682,272.5015365704,335.6562137050,47800.1194666667,62316.1066666667,293.7929899611,361.8821525358,92.7529062577
氣體燃料供應業,氣體燃料供應業,5986.0000000000,69158.0000000000,49020.0000000000,168.8000000000,163.7000000000,2021,3,11,tsic11_2021_2024,0.0007362856,299.4502138057,409.7037914692,52850.0960000000,74561.5450666667,322.8472571778,441.7153143760,92.7529062577
電力供應業,電力供應業,27186.0000000000,99012.0000000000,67610.0000000000,178.8000000000,166.0000000000,2021,3,11,tsic11_2021_2024,0.0033439127,407.2891566265,553.7583892617,72892.5946666667,106748.1376000000,439.1120160643,597.0253780761,92.7529062577
廢棄物清除業,廢棄物清除業,10905.0000000000,33788.0000000000,30102.0000000000,171.2000000000,164.7000000000,2021,4,11,tsic11_2021_2024,0.0013413289,182.7686703097,197.3598130841,32453.9696000000,36427.9690666667,197.0489957498,212.7801931464,92.7529062577
廢棄物處理業,廢棄物處理業,5656.0000000000,42339.0000000000,33834.0000000000,172.1000000000,162.3000000000,2021,4,11,tsic11_2021_2024,0.0006956952,208.4658040665,246.0139453806,36477.5632000000,45647.0872000000,224.7539322243,265.2358349797,92.7529062577
廢水及污水處理業,廢水及污水處理業,2484.0000000000,38098.0000000000,33443.0000000000,169.2000000000,165.4000000000,2021,4,11,tsic11_2021_2024,0.0003055352,202.1946795647,225.1654846336,36056.0130666667,41074.7237333333,217.9928238613,242.7584144996,92.7529062577
用水供應業,用水供應業,6324.0000000000,79752.0000000000,56715.0000000000,167.1000000000,164.8000000000,2021,4,11,tsic11_2021_2024,0.0007778601,344.1444174757,477.2710951526,61146.3320000000,85983.2896000000,371.0335679612,514.5618767205,92.7529062577
資源回收處理及污染整治業,資源回收處理及污染整治業,8719.0000000000,38398.0000000000,33186.0000000000,168.4000000000,160.7000000000,2021,4,11,tsic11_2021_2024,0.0010724481,206.5090230243,228.0166270784,35778.9328000000,41398.1637333333,222.6442613566,245.8323262074,92.7529062577
其他專門營造業,其他專門營造業,167909.0000000000,43105.0000000000,39772.0000000000,162.1000000000,159.8000000000,2021,5,11,tsic11_2021_2024,0.0206530212,248.8861076345,265.9161011721,42879.5189333333,46472.9373333333,268.3324088444,286.6930125437,92.7529062577
土木工程業,土木工程業,82336.0000000000,46681.0000000000,39262.0000000000,167.2000000000,162.1000000000,2021,5,11,tsic11_2021_2024,0.0101274330,242.2085132634,279.1925837321,42329.6709333333,50328.3421333333,261.1330717664,301.0068309410,92.7529062577
建築工程業,建築工程業,84103.0000000000,57914.0000000000,45696.0000000000,170.3000000000,164.4000000000,2021,5,11,tsic11_2021_2024,0.0103447763,277.9562043796,340.0704638873,49266.3808000000,62439.0138666667,299.6738491484,366.6413027990,92.7529062577
機電管道及其他建築設備安裝業,機電、管道及其他建築設備安裝業,143382.0000000000,46901.0000000000,39760.0000000000,166.0000000000,161.8000000000,2021,5,11,tsic11_2021_2024,0.0176361689,245.7354758962,282.5361445783,42866.5813333333,50565.5314666667,264.9356077462,304.6116353414,92.7529062577
批發業,批發業,1069086.0000000000,55263.0000000000,44335.0000000000,160.2000000000,157.7000000000,2021,6,11,tsic11_2021_2024,0.1314989415,281.1350665821,344.9625468165,47799.0413333333,59580.8824000000,303.1010864511,371.9156204744,92.7529062577
零售業,零售業,635780.0000000000,45033.0000000000,37981.0000000000,155.7000000000,151.8000000000,2021,6,11,tsic11_2021_2024,0.0782017509,250.2042160738,289.2292870906,40948.5821333333,48551.5784000000,269.7535054897,311.8277353886,92.7529062577
倉儲業,倉儲業,14179.0000000000,56068.0000000000,42880.0000000000,169.8000000000,159.7000000000,2021,7,11,tsic11_2021_2024,0.0017440351,268.5034439574,330.2002355713,46230.3573333333,60448.7797333333,289.4825130453,355.9998806439,92.7529062577
公共汽車客運業,公共汽車客運業,22014.0000000000,50215.0000000000,42134.0000000000,186.7000000000,162.6000000000,2021,7,11,tsic11_2021_2024,0.0027077501,259.1266912669,268.9608998393,45426.0698666667,54138.4653333333,279.3731234112,289.9757114801,92.7529062577
其他汽車客運業,其他汽車客運業,10221.0000000000,29235.0000000000,28007.0000000000,161.1000000000,160.2000000000,2021,7,11,tsic11_2021_2024,0.0012571960,174.8252184769,181.4711359404,30195.2802666667,31519.2280000000,188.4848955472,195.6500806952,92.7529062577
其他運輸輔助業,其他運輸輔助業,68449.0000000000,47673.0000000000,40229.0000000000,165.2000000000,160.7000000000,2021,7,11,tsic11_2021_2024,0.0084193143,250.3360298693,288.5774818402,43372.2258666667,51397.8504000000,269.8956183364,311.1250024213,92.7529062577
快遞業,快遞業,19557.0000000000,66968.0000000000,52984.0000000000,191.2000000000,173.8000000000,2021,7,11,tsic11_2021_2024,0.0024055359,304.8561565017,350.2510460251,57123.8165333333,72200.4330666667,328.6755841964,377.6173277545,92.7529062577
汽車貨運業,汽車貨運業,72713.0000000000,39454.0000000000,34069.0000000000,170.0000000000,163.3000000000,2021,7,11,tsic11_2021_2024,0.0089437917,208.6282914881,232.0823529412,36730.9245333333,42536.6725333333,224.9291153297,250.2157207843,92.7529062577
海洋水運業,海洋水運業,7836.0000000000,147623.0000000000,82727.0000000000,171.5000000000,165.2000000000,2021,7,11,tsic11_2021_2024,0.0009638380,500.7687651332,860.7755102041,89190.7362666667,159157.2770666667,539.8954979822,928.0307700680,92.7529062577
港埠業,港埠業,2634.0000000000,90977.0000000000,62945.0000000000,168.7000000000,161.4000000000,2021,7,11,tsic11_2021_2024,0.0003239854,389.9938042131,539.2827504446,67863.1026666667,98085.3362666667,420.4653201157,581.4187093460,92.7529062577
航空運輸業,航空運輸業,22036.0000000000,85283.0000000000,74784.0000000000,156.9000000000,156.4000000000,2021,7,11,tsic11_2021_2024,0.0027104561,478.1585677749,543.5500318674,80627.1232000000,91946.4450666667,515.5186905371,586.0194076907,92.7529062577
郵政業,郵政業,25778.0000000000,78019.0000000000,53672.0000000000,164.7000000000,163.1000000000,2021,7,11,tsic11_2021_2024,0.0031707269,329.0741876150,473.7037037037,57865.5722666667,84114.8845333333,354.7858508073,510.7157530864,92.7529062577
鐵路大眾捷運系統運輸業,鐵路大眾捷運系統運輸業,31303.0000000000,68912.0000000000,48702.0000000000,175.1000000000,161.7000000000,2021,7,11,tsic11_2021_2024,0.0038503089,301.1873840445,393.5579668761,52507.2496000000,74296.3242666667,324.7201583179,424.3079626880,92.7529062577
住宿業,住宿業,82787.0000000000,37373.0000000000,34441.0000000000,158.5000000000,156.4000000000,2021,8,11,tsic11_2021_2024,0.0101829066,220.2109974425,235.7917981073,37131.9901333333,40293.0770666667,237.4168167093,254.2149972660,92.7529062577
其他餐飲業,其他餐飲業,79858.0000000000,39957.0000000000,36836.0000000000,147.1000000000,144.8000000000,2021,8,11,tsic11_2021_2024,0.0098226359,254.3922651934,271.6315431679,39714.1194666667,43078.9736000000,274.2687808471,292.8550210741,92.7529062577
餐館,餐館,317984.0000000000,33187.0000000000,30362.0000000000,157.4000000000,152.4000000000,2021,8,11,tsic11_2021_2024,0.0391124376,199.2257217848,210.8449809403,32734.2842666667,35780.0109333333,214.7918915136,227.3190021177,92.7529062577
出版業,出版業,32770.0000000000,61015.0000000000,53363.0000000000,161.4000000000,159.7000000000,2021,9,11,tsic11_2021_2024,0.0040307518,334.1452723857,378.0359355638,57532.4290666667,65782.3053333333,360.2531563348,407.5731433292,92.7529062577
廣播電視節目編排及傳播業,廣播、電視節目編排及傳播業,16210.0000000000,51395.0000000000,44195.0000000000,159.0000000000,158.1000000000,2021,9,11,tsic11_2021_2024,0.0019938507,279.5382669197,323.2389937107,47648.1026666667,55410.6626666667,301.3795235083,348.4947337526,92.7529062577
影片及電視節目業;聲音錄製及音樂發行業,影片及電視節目業；聲音錄製及音樂發行業,18942.0000000000,45162.0000000000,40567.0000000000,144.5000000000,143.7000000000,2021,9,11,tsic11_2021_2024,0.0023298902,282.3034098817,312.5397923875,43736.6349333333,48690.6576000000,304.3607163071,336.9595681661,92.7529062577
資訊服務業,資訊服務業,28057.0000000000,92194.0000000000,79060.0000000000,163.2000000000,161.7000000000,2021,9,11,tsic11_2021_2024,0.0034510468,488.9301175015,564.9142156863,85237.2213333333,99397.4245333333,527.1318573490,609.0528464052,92.7529062577
電信業,電信業,51130.0000000000,94287.0000000000,65683.0000000000,165.0000000000,161.2000000000,2021,9,11,tsic11_2021_2024,0.0062890552,407.4627791563,571.4363636364,70815.0317333333,101653.9576000000,439.2992043011,616.0845915152,92.7529062577
電腦程式設計諮詢及相關服務業,電腦程式設計、諮詢及相關服務業,90987.0000000000,75851.0000000000,65724.0000000000,162.6000000000,161.1000000000,2021,9,11,tsic11_2021_2024,0.0111915170,407.9702048417,466.4883148831,70859.2352000000,81777.4914666667,439.8462768467,502.9366018860,92.7529062577
不動產經營及相關服務業,不動產經營及相關服務業,78152.0000000000,52317.0000000000,38254.0000000000,168.3000000000,164.7000000000,2021,10,11,tsic11_2021_2024,0.0096127957,232.2647237401,310.8556149733,41242.9125333333,56404.7016000000,250.4123408217,335.1438003565,92.7529062577
不動產開發業,不動產開發業,47162.0000000000,65637.0000000000,51490.0000000000,163.8000000000,162.0000000000,2021,10,11,tsic11_2021_2024,0.0058009862,317.8395061728,400.7142857143,55513.0853333333,70765.4376000000,342.6733662551,432.0234285714,92.7529062577
人身保險業,人身保險業,115462.0000000000,80036.0000000000,64946.0000000000,164.6000000000,163.3000000000,2021,10,11,tsic11_2021_2024,0.0142019733,397.7097366810,486.2454434994,70020.4474666667,86289.4794666667,428.7841241070,524.2374208181,92.7529062577
信用合作社,信用合作社,3942.0000000000,77653.0000000000,47555.0000000000,163.9000000000,162.8000000000,2021,10,11,tsic11_2021_2024,0.0004848710,292.1068796069,473.7827943868,51270.6306666667,83720.2877333333,314.9301638002,510.8010233882,92.7529062577
其他保險輔助業,其他保險輔助業,983.0000000000,129320.0000000000,87820.0000000000,168.7000000000,165.5000000000,2021,10,11,tsic11_2021_2024,0.0001209103,530.6344410876,766.5678719621,94681.6693333333,139424.2026666667,572.0946787513,826.4623750247,92.7529062577
其他金融服務業,其他金融服務業,41274.0000000000,122234.0000000000,61184.0000000000,157.5000000000,156.0000000000,2021,10,11,tsic11_2021_2024,0.0050767546,392.2051282051,776.0888888889,65964.5098666667,131784.5498666667,422.8494222222,836.7273007407,92.7529062577
證券期貨及金融輔助業,證券期貨及金融輔助業,52626.0000000000,114516.0000000000,69364.0000000000,164.0000000000,162.6000000000,2021,10,11,tsic11_2021_2024,0.0064730651,426.5928659287,698.2682926829,74783.6405333333,123463.5168000000,459.9239885199,752.8263219512,92.7529062577
財產保險業,財產保險業,17612.0000000000,68173.0000000000,48199.0000000000,163.5000000000,161.4000000000,2021,10,11,tsic11_2021_2024,0.0021662985,298.6307311029,416.9602446483,51964.9485333333,73499.5837333333,321.9637455597,449.5387384302,92.7529062577
農會及漁會信用部,農會及漁會信用部,10598.0000000000,66628.0000000000,51226.0000000000,165.2000000000,164.3000000000,2021,10,11,tsic11_2021_2024,0.0013035675,311.7833231893,403.3171912833,55228.4581333333,71833.8677333333,336.1439935078,434.8297078289,92.7529062577
銀行業,銀行業,154404.0000000000,107452.0000000000,68652.0000000000,169.5000000000,162.9000000000,2021,10,11,tsic11_2021_2024,0.0189918889,421.4364640884,633.9351032448,74016.0096000000,115847.5829333333,454.3646998158,683.4665659784,92.7529062577
企業總管理機構及管理顧問業,企業總管理機構及管理顧問業,77934.0000000000,63465.0000000000,52996.0000000000,162.4000000000,160.1000000000,2021,11,11,tsic11_2021_2024,0.0095859814,331.0181136790,390.7943349754,57136.7541333333,68423.7320000000,356.8816622944,421.3283990148,92.7529062577
其他專業科學及技術服務業,其他專業、科學及技術服務業,19582.0000000000,53081.0000000000,47407.0000000000,160.4000000000,156.3000000000,2021,11,11,tsic11_2021_2024,0.0024086110,303.3077415227,330.9289276808,51111.0669333333,57228.3954666667,327.0061863937,356.7855078969,92.7529062577
