year,industry_code,industry,employees,total_monthly,regular_monthly,total_hours,regular_hours,source_release,tsic_version,employment_share,regular_hourly,total_hourly,real_regular_monthly,real_total_monthly,real_regular_hourly,real_total_hourly,cpi_2024_100
2011,S,other_services,84551.0000000000,32526.0000000000,28251.0000000000,196.8000000000,193.3000000000,2024,11,0.0122001722,146.1510605277,165.2743902439,33393.9514120474,38447.1935021151,172.7571206003,195.3617556002,84.5991528568
2012,B,mining,4155.0000000000,52752.0000000000,41827.0000000000,182.7000000000,178.1000000000,2024,11,0.0005873398,234.8512071870,288.7356321839,48502.8094900913,61171.4970287445,272.3346967439,334.8193597632,86.2362416522
2012,C,manufacturing,2627967.0000000000,45318.0000000000,34461.0000000000,184.1000000000,169.2000000000,2024,11,0.3714824811,203.6702127660,246.1596958175,39961.1570956090,52550.9914761269,236.1770513925,285.4480797182,86.2362416522
2012,D,electricity_gas,28999.0000000000,92871.0000000000,67184.0000000000,176.5000000000,168.0000000000,2024,11,0.0040992221,399.9047619048,526.1813031161,77906.9202377004,107693.7007233192,463.7316680816,610.1626103304,86.2362416522
2012,E,water_waste,27138.0000000000,43675.0000000000,36170.0000000000,178.8000000000,174.2000000000,2024,11,0.0038361561,207.6349024110,244.2673378076,41942.9224963924,50645.7600229454,240.7745263857,283.2536914035,86.2362416522
2012,F,construction,450099.0000000000,42683.0000000000,37501.0000000000,178.0000000000,171.2000000000,2024,11,0.0636248070,219.0478971963,239.7921348315,43486.3571063647,49495.4315983831,254.0090952475,278.0642224628,86.2362416522
2012,G,wholesale_retail,1570202.0000000000,41530.0000000000,35948.0000000000,173.3000000000,171.0000000000,2024,11,0.2219596117,210.2222222222,239.6422388921,41685.4901271859,48158.4067258826,243.7747960654,277.8904023421,86.2362416522
2012,H,transportation_storage,268695.0000000000,50327.0000000000,40509.0000000000,181.2000000000,171.0000000000,2024,11,0.0379820162,236.8947368421,277.7428256071,46974.4497485861,58359.4542570069,274.7043844947,322.0720433610,86.2362416522
2012,I,accommodation_food,351668.0000000000,29961.0000000000,26598.0000000000,171.2000000000,168.9000000000,2024,11,0.0497108606,157.4777975133,175.0058411215,30843.1808835788,34742.9333954772,182.6120833841,202.9376950670,86.2362416522
2012,J,information_communication,186210.0000000000,66998.0000000000,52047.0000000000,168.7000000000,166.3000000000,2024,11,0.0263221543,312.9705351774,397.1428571429,60353.9753157239,77691.2336580950,362.9222809124,460.5289487735,86.2362416522
2012,K,finance_insurance,364876.0000000000,77960.0000000000,55405.0000000000,167.5000000000,164.9000000000,2024,11,0.0515779086,335.9915100061,465.4328358209,64247.9298012889,90402.8265916159,389.6175245682,539.7183677111,86.2362416522
2012,L,real_estate,99010.0000000000,41546.0000000000,36452.0000000000,180.4000000000,178.4000000000,2024,11,0.0139957924,204.3273542601,230.2993348115,42269.9311816006,48176.9604101498,236.9390761300,267.0563215640,86.2362416522
2012,M,professional_scientific,238658.0000000000,54884.0000000000,45721.0000000000,173.6000000000,169.0000000000,2024,11,0.0337360652,270.5384615385,316.1520737327,53018.3123986053,63643.7754573403,313.7178248438,366.6116097773,86.2362416522
2012,N,support_services,337314.0000000000,33214.0000000000,30056.0000000000,192.3000000000,183.4000000000,2024,11,0.0476818170,163.8822246456,172.7197087884,34853.0958958133,38515.1293280391,190.0386908169,200.2866839732,86.2362416522
2012,P,education,71978.0000000000,22773.0000000000,21541.0000000000,132.4000000000,131.7000000000,2024,11,0.0101746202,163.5611237661,172.0015105740,24979.0570498974,26407.6907384668,189.6663405459,199.4538575413,86.2362416522
2012,Q,health_social,303508.0000000000,60770.0000000000,51009.0000000000,174.7000000000,171.8000000000,2024,11,0.0429030901,296.9091967404,347.8534630796,59150.3050488935,70469.2120571126,344.2974682706,403.3727078255,86.2362416522
2012,R,arts_recreation,57778.0000000000,35446.0000000000,31740.0000000000,183.1000000000,180.2000000000,2024,11,0.0081673456,176.1376248613,193.5882031677,36805.8711649293,41103.3682833045,204.2501174524,224.4858999634,86.2362416522
2012,S,other_services,86014.0000000000,32618.0000000000,28694.0000000000,196.9000000000,194.0000000000,2024,11,0.0121587121,147.9072164948,165.6576942610,33273.7135225735,37824.0045890884,171.5139872298,192.0975347338,86.2362416522
2013,B,mining,3873.0000000000,54871.0000000000,42831.0000000000,181.6000000000,176.8000000000,2024,11,0.0005378789,242.2567873303,302.1530837004,49276.6173957120,63128.5114314425,278.7138992970,347.6239616269,86.9195213950
2013,C,manufacturing,2653842.0000000000,45685.0000000000,34850.0000000000,184.0000000000,167.8000000000,2024,11,0.3685633160,207.6877234803,248.2880434783,40094.5603941202,52560.1145367398,238.9425530043,285.6527963953,86.9195213950
