row_type,year,industry_code,industry,employees,employment_share_common,normal_hours,overtime_hours,normal_pretrend_annual_change_2000_2016,normal_reform_window_annual_change_2016_2019,overtime_pretrend_annual_change_2000_2016,overtime_reform_window_annual_change_2016_2019,normal_change_vs_pretrend,overtime_change_vs_pretrend,part_time_series_requested_period,part_time_series_consistent_coverage,part_time_series_used,part_time_series_reason
annual_industry_path,2013.0000000000,E,water_waste,28711.0000000000,0.0040267978,173.5000000000,5.9000000000,,,,,,,,,,
annual_industry_path,2013.0000000000,F,construction,456087.0000000000,0.0639674737,169.6000000000,5.3000000000,,,,,,,,,,
annual_industry_path,2013.0000000000,G,wholesale_retail,1586620.0000000000,0.2225278798,169.0000000000,2.6000000000,,,,,,,,,,
annual_industry_path,2013.0000000000,H,transportation_storage,276815.0000000000,0.0388240757,169.3000000000,9.7000000000,,,,,,,,,,
annual_industry_path,2013.0000000000,I,accommodation_food,376067.0000000000,0.0527444455,167.4000000000,2.5000000000,,,,,,,,,,
annual_industry_path,2013.0000000000,J,information_communication,193534.0000000000,0.0271436832,164.1000000000,2.3000000000,,,,,,,,,,
annual_industry_path,2013.0000000000,K,finance_insurance,366325.0000000000,0.0513781029,162.1000000000,2.5000000000,,,,,,,,,,
annual_industry_path,2013.0000000000,L,real_estate,104720.0000000000,0.0146872720,177.0000000000,2.6000000000,,,,,,,,,,
annual_industry_path,2013.0000000000,M,professional_scientific,244909.0000000000,0.0343491703,167.0000000000,4.9000000000,,,,,,,,,,
annual_industry_path,2013.0000000000,N,support_services,344606.0000000000,0.0483319525,179.3000000000,8.4000000000,,,,,,,,,,
annual_industry_path,2013.0000000000,Q,health_social,312393.0000000000,0.0438139895,169.9000000000,3.2000000000,,,,,,,,,,
annual_industry_path,2013.0000000000,R,arts_recreation,59569.0000000000,0.0083547184,177.3000000000,3.2000000000,,,,,,,,,,
annual_industry_path,2013.0000000000,S,other_services,92404.0000000000,0.0129599187,193.1000000000,3.2000000000,,,,,,,,,,
annual_industry_path,2014.0000000000,B,mining,3848.0000000000,0.0005267200,176.8000000000,4.3000000000,,,,,,,,,,
annual_industry_path,2014.0000000000,C,manufacturing,2714993.0000000000,0.3716323215,168.8000000000,16.2000000000,,,,,,,,,,
annual_industry_path,2014.0000000000,D,electricity_gas,29580.0000000000,0.0040489548,166.7000000000,9.2000000000,,,,,,,,,,
annual_industry_path,2014.0000000000,E,water_waste,29674.0000000000,0.0040618217,173.5000000000,6.3000000000,,,,,,,,,,
annual_industry_path,2014.0000000000,F,construction,459690.0000000000,0.0629230579,171.5000000000,4.5000000000,,,,,,,,,,
annual_industry_path,2014.0000000000,G,wholesale_retail,1609864.0000000000,0.2203606034,169.4000000000,3.4000000000,,,,,,,,,,
annual_industry_path,2014.0000000000,H,transportation_storage,284397.0000000000,0.0389286887,170.5000000000,9.0000000000,,,,,,,,,,
annual_industry_path,2014.0000000000,I,accommodation_food,402853.0000000000,0.0551431240,166.1000000000,3.1000000000,,,,,,,,,,
annual_industry_path,2014.0000000000,J,information_communication,200954.0000000000,0.0275068855,163.9000000000,2.3000000000,,,,,,,,,,
annual_industry_path,2014.0000000000,K,finance_insurance,369642.0000000000,0.0505971524,163.1000000000,2.5000000000,,,,,,,,,,
annual_industry_path,2014.0000000000,L,real_estate,112020.0000000000,0.0153334659,177.2000000000,2.7000000000,,,,,,,,,,
annual_industry_path,2014.0000000000,M,professional_scientific,251103.0000000000,0.0343713560,168.0000000000,5.5000000000,,,,,,,,,,
annual_industry_path,2014.0000000000,N,support_services,359652.0000000000,0.0492297062,179.6000000000,7.9000000000,,,,,,,,,,
annual_industry_path,2014.0000000000,Q,health_social,318987.0000000000,0.0436634199,169.2000000000,3.4000000000,,,,,,,,,,
annual_industry_path,2014.0000000000,R,arts_recreation,60547.0000000000,0.0082877643,176.4000000000,2.0000000000,,,,,,,,,,
annual_industry_path,2014.0000000000,S,other_services,97785.0000000000,0.0133849577,191.2000000000,2.9000000000,,,,,,,,,,
annual_industry_path,2015.0000000000,B,mining,3779.0000000000,0.0005070298,174.3000000000,4.3000000000,,,,,,,,,,
annual_industry_path,2015.0000000000,C,manufacturing,2753248.0000000000,0.3694042742,166.5000000000,15.5000000000,,,,,,,,,,
annual_industry_path,2015.0000000000,D,electricity_gas,30459.0000000000,0.0040866950,165.1000000000,9.8000000000,,,,,,,,,,
annual_industry_path,2015.0000000000,E,water_waste,30394.0000000000,0.0040779739,171.1000000000,5.0000000000,,,,,,,,,,
annual_industry_path,2015.0000000000,F,construction,460682.0000000000,0.0618098696,167.1000000000,5.1000000000,,,,,,,,,,
annual_industry_path,2015.0000000000,G,wholesale_retail,1629711.0000000000,0.2186589109,167.7000000000,3.1000000000,,,,,,,,,,
annual_industry_path,2015.0000000000,H,transportation_storage,294156.0000000000,0.0394670163,168.6000000000,9.4000000000,,,,,,,,,,
annual_industry_path,2015.0000000000,I,accommodation_food,431031.0000000000,0.0578315843,164.2000000000,2.9000000000,,,,,,,,,,
annual_industry_path,2015.0000000000,J,information_communication,210600.0000000000,0.0282562777,162.7000000000,2.4000000000,,,,,,,,,,
annual_industry_path,2015.0000000000,K,finance_insurance,375989.0000000000,0.0504465793,159.7000000000,2.6000000000,,,,,,,,,,
annual_industry_path,2015.0000000000,L,real_estate,113695.0000000000,0.0152544990,174.7000000000,2.5000000000,,,,,,,,,,
annual_industry_path,2015.0000000000,M,professional_scientific,256747.0000000000,0.0344478373,165.8000000000,4.5000000000,,,,,,,,,,
annual_industry_path,2015.0000000000,N,support_services,370411.0000000000,0.0496981771,176.4000000000,8.3000000000,,,,,,,,,,
annual_industry_path,2015.0000000000,Q,health_social,324909.0000000000,0.0435931574,168.0000000000,4.2000000000,,,,,,,,,,
annual_industry_path,2015.0000000000,R,arts_recreation,63362.0000000000,0.0085013023,175.4000000000,2.1000000000,,,,,,,,,,
annual_industry_path,2015.0000000000,S,other_services,104038.0000000000,0.0139588159,187.9000000000,2.5000000000,,,,,,,,,,
annual_industry_path,2016.0000000000,B,mining,3655.0000000000,0.0004837120,167.9000000000,5.6000000000,,,,,,,,,,
annual_industry_path,2016.0000000000,C,manufacturing,2767803.0000000000,0.3662980971,159.4000000000,15.9000000000,,,,,,,,,,
annual_industry_path,2016.0000000000,D,electricity_gas,31000.0000000000,0.0041026189,161.7000000000,10.3000000000,,,,,,,,,,
annual_industry_path,2016.0000000000,E,water_waste,31160.0000000000,0.0041237937,163.6000000000,5.4000000000,,,,,,,,,,
annual_industry_path,2016.0000000000,F,construction,460875.0000000000,0.0609933711,161.5000000000,4.8000000000,,,,,,,,,,
annual_industry_path,2016.0000000000,G,wholesale_retail,1642354.0000000000,0.2173533105,161.2000000000,3.2000000000,,,,,,,,,,
annual_industry_path,2016.0000000000,H,transportation_storage,301334.0000000000,0.0398793089,163.0000000000,9.3000000000,,,,,,,,,,
annual_industry_path,2016.0000000000,I,accommodation_food,457971.0000000000,0.0606090483,160.3000000000,3.1000000000,,,,,,,,,,
annual_industry_path,2016.0000000000,J,information_communication,219006.0000000000,0.0289838117,158.4000000000,2.7000000000,,,,,,,,,,
annual_industry_path,2016.0000000000,K,finance_insurance,378525.0000000000,0.0500949624,159.6000000000,3.2000000000,,,,,,,,,,
annual_industry_path,2016.0000000000,L,real_estate,113615.0000000000,0.0150360984,167.2000000000,1.5000000000,,,,,,,,,,
annual_industry_path,2016.0000000000,M,professional_scientific,262999.0000000000,0.0348059574,161.0000000000,4.2000000000,,,,,,,,,,
annual_industry_path,2016.0000000000,N,support_services,378888.0000000000,0.0501430027,170.7000000000,8.7000000000,,,,,,,,,,
annual_industry_path,2016.0000000000,Q,health_social,330104.0000000000,0.0436868040,161.9000000000,4.3000000000,,,,,,,,,,
annual_industry_path,2016.0000000000,R,arts_recreation,67062.0000000000,0.0088751558,167.3000000000,2.2000000000,,,,,,,,,,
annual_industry_path,2016.0000000000,S,other_services,109798.0000000000,0.0145309469,181.4000000000,2.9000000000,,,,,,,,,,
annual_industry_path,2017.0000000000,B,mining,3507.0000000000,0.0004550486,164.4000000000,6.0000000000,,,,,,,,,,
annual_industry_path,2017.0000000000,C,manufacturing,2814679.0000000000,0.3652169253,160.7000000000,15.0000000000,,,,,,,,,,
annual_industry_path,2017.0000000000,D,electricity_gas,31587.0000000000,0.0040985516,164.8000000000,11.7000000000,,,,,,,,,,
annual_industry_path,2017.0000000000,E,water_waste,32349.0000000000,0.0041974244,162.8000000000,5.1000000000,,,,,,,,,,
annual_industry_path,2017.0000000000,F,construction,461027.0000000000,0.0598202720,161.7000000000,3.6000000000,,,,,,,,,,
annual_industry_path,2017.0000000000,G,wholesale_retail,1665365.0000000000,0.2160884011,161.3000000000,3.2000000000,,,,,,,,,,
annual_industry_path,2017.0000000000,H,transportation_storage,304891.0000000000,0.0395609423,163.1000000000,9.0000000000,,,,,,,,,,
annual_industry_path,2017.0000000000,I,accommodation_food,483144.0000000000,0.0626900496,157.2000000000,3.0000000000,,,,,,,,,,
annual_industry_path,2017.0000000000,J,information_communication,227389.0000000000,0.0295047185,160.6000000000,2.2000000000,,,,,,,,,,
annual_industry_path,2017.0000000000,K,finance_insurance,382889.0000000000,0.0496815244,161.6000000000,3.0000000000,,,,,,,,,,
annual_industry_path,2017.0000000000,L,real_estate,114898.0000000000,0.0149085186,167.4000000000,1.7000000000,,,,,,,,,,
annual_industry_path,2017.0000000000,M,professional_scientific,269440.0000000000,0.0349610198,161.5000000000,3.6000000000,,,,,,,,,,
annual_industry_path,2017.0000000000,N,support_services,390800.0000000000,0.0507080113,171.0000000000,7.9000000000,,,,,,,,,,
annual_industry_path,2017.0000000000,Q,health_social,340230.0000000000,0.0441463323,163.2000000000,3.6000000000,,,,,,,,,,
annual_industry_path,2017.0000000000,R,arts_recreation,70245.0000000000,0.0091145963,162.4000000000,2.0000000000,,,,,,,,,,
annual_industry_path,2017.0000000000,S,other_services,114429.0000000000,0.0148476638,177.7000000000,2.3000000000,,,,,,,,,,
annual_industry_path,2018.0000000000,B,mining,3389.0000000000,0.0004316154,161.9000000000,5.9000000000,,,,,,,,,,
annual_industry_path,2018.0000000000,C,manufacturing,2859967.0000000000,0.3642389394,160.9000000000,15.0000000000,,,,,,,,,,
annual_industry_path,2018.0000000000,D,electricity_gas,32276.0000000000,0.0041105985,166.0000000000,11.7000000000,,,,,,,,,,
annual_industry_path,2018.0000000000,E,water_waste,34290.0000000000,0.0043670970,162.8000000000,4.9000000000,,,,,,,,,,
annual_industry_path,2018.0000000000,F,construction,462940.0000000000,0.0589589931,162.5000000000,3.5000000000,,,,,,,,,,
annual_industry_path,2018.0000000000,G,wholesale_retail,1688171.0000000000,0.2150016467,160.6000000000,3.5000000000,,,,,,,,,,
annual_industry_path,2018.0000000000,H,transportation_storage,306621.0000000000,0.0390505582,164.3000000000,8.9000000000,,,,,,,,,,
annual_industry_path,2018.0000000000,I,accommodation_food,497901.0000000000,0.0634115471,154.9000000000,3.1000000000,,,,,,,,,,
annual_industry_path,2018.0000000000,J,information_communication,237172.0000000000,0.0302056904,159.9000000000,2.0000000000,,,,,,,,,,
annual_industry_path,2018.0000000000,K,finance_insurance,384652.0000000000,0.0489884102,162.7000000000,3.3000000000,,,,,,,,,,
annual_industry_path,2018.0000000000,L,real_estate,117512.0000000000,0.0149660630,166.7000000000,2.4000000000,,,,,,,,,,
annual_industry_path,2018.0000000000,M,professional_scientific,281141.0000000000,0.0358054830,161.3000000000,3.8000000000,,,,,,,,,,
annual_industry_path,2018.0000000000,N,support_services,402267.0000000000,0.0512318168,170.9000000000,7.5000000000,,,,,,,,,,
annual_industry_path,2018.0000000000,Q,health_social,353114.0000000000,0.0449718017,161.9000000000,3.6000000000,,,,,,,,,,
annual_industry_path,2018.0000000000,R,arts_recreation,74577.0000000000,0.0094979583,159.8000000000,2.1000000000,,,,,,,,,,
annual_industry_path,2018.0000000000,S,other_services,115908.0000000000,0.0147617812,175.3000000000,2.5000000000,,,,,,,,,,
annual_industry_path,2019.0000000000,B,mining,3294.0000000000,0.0004073541,163.0000000000,5.7000000000,,,,,,,,,,
annual_industry_path,2019.0000000000,C,manufacturing,2879943.0000000000,0.3561495759,160.8000000000,14.2000000000,,,,,,,,,,
annual_industry_path,2019.0000000000,D,electricity_gas,33288.0000000000,0.0041165770,165.4000000000,11.6000000000,,,,,,,,,,
annual_industry_path,2019.0000000000,E,water_waste,35610.0000000000,0.0044037283,162.9000000000,5.0000000000,,,,,,,,,,
annual_industry_path,2019.0000000000,F,construction,469923.0000000000,0.0581132603,162.7000000000,3.9000000000,,,,,,,,,,
annual_industry_path,2019.0000000000,G,wholesale_retail,1704037.0000000000,0.2107305786,160.1000000000,3.7000000000,,,,,,,,,,
annual_industry_path,2019.0000000000,H,transportation_storage,307719.0000000000,0.0380542224,164.1000000000,9.1000000000,,,,,,,,,,
annual_industry_path,2019.0000000000,I,accommodation_food,513393.0000000000,0.0634889993,155.7000000000,2.7000000000,,,,,,,,,,
annual_industry_path,2019.0000000000,J,information_communication,248375.0000000000,0.0307154173,159.9000000000,1.8000000000,,,,,,,,,,
annual_industry_path,2019.0000000000,K,finance_insurance,386949.0000000000,0.0478522395,162.4000000000,3.3000000000,,,,,,,,,,
annual_industry_path,2019.0000000000,L,real_estate,123728.0000000000,0.0153008843,164.9000000000,2.9000000000,,,,,,,,,,
annual_industry_path,2019.0000000000,M,professional_scientific,326233.0000000000,0.0403437653,160.4000000000,3.8000000000,,,,,,,,,,
annual_industry_path,2019.0000000000,N,support_services,417715.0000000000,0.0516569321,170.7000000000,7.6000000000,,,,,,,,,,
annual_industry_path,2019.0000000000,Q,health_social,439826.0000000000,0.0543912999,161.8000000000,4.9000000000,,,,,,,,,,
annual_industry_path,2019.0000000000,R,arts_recreation,77774.0000000000,0.0096179602,160.0000000000,2.0000000000,,,,,,,,,,
annual_industry_path,2019.0000000000,S,other_services,118523.0000000000,0.0146572054,174.0000000000,2.4000000000,,,,,,,,,,
annual_industry_path,2020.0000000000,B,mining,3186.0000000000,0.0003920762,164.4000000000,5.8000000000,,,,,,,,,,
annual_industry_path,2020.0000000000,C,manufacturing,2876582.0000000000,0.3539985560,160.9000000000,13.5000000000,,,,,,,,,,
annual_industry_path,2020.0000000000,D,electricity_gas,34376.0000000000,0.0042303867,166.6000000000,11.0000000000,,,,,,,,,,
annual_industry_path,2020.0000000000,E,water_waste,36613.0000000000,0.0045056769,164.2000000000,5.6000000000,,,,,,,,,,
annual_industry_path,2020.0000000000,F,construction,476238.0000000000,0.0586069037,164.2000000000,3.9000000000,,,,,,,,,,
annual_industry_path,2020.0000000000,G,wholesale_retail,1704797.0000000000,0.2097960970,159.7000000000,3.1000000000,,,,,,,,,,
annual_industry_path,2020.0000000000,H,transportation_storage,303216.0000000000,0.0373144329,163.6000000000,8.3000000000,,,,,,,,,,
annual_industry_path,2020.0000000000,I,accommodation_food,489735.0000000000,0.0602678744,153.6000000000,3.5000000000,,,,,,,,,,
annual_industry_path,2020.0000000000,J,information_communication,260368.0000000000,0.0320414631,161.5000000000,1.6000000000,,,,,,,,,,
annual_industry_path,2020.0000000000,K,finance_insurance,391879.0000000000,0.0482254982,163.6000000000,3.5000000000,,,,,,,,,,
annual_industry_path,2020.0000000000,L,real_estate,128893.0000000000,0.0158618582,165.8000000000,2.9000000000,,,,,,,,,,
annual_industry_path,2020.0000000000,M,professional_scientific,335447.0000000000,0.0412808512,160.3000000000,4.0000000000,,,,,,,,,,
annual_industry_path,2020.0000000000,N,support_services,423022.0000000000,0.0520580248,172.3000000000,8.3000000000,,,,,,,,,,
annual_industry_path,2020.0000000000,Q,health_social,463480.0000000000,0.0570368760,160.4000000000,4.6000000000,,,,,,,,,,
annual_industry_path,2020.0000000000,R,arts_recreation,80933.0000000000,0.0099597943,156.0000000000,1.8000000000,,,,,,,,,,
annual_industry_path,2020.0000000000,S,other_services,117206.0000000000,0.0144236301,169.7000000000,2.3000000000,,,,,,,,,,
annual_industry_path,2021.0000000000,B,mining,3113.0000000000,0.0003801383,164.4000000000,6.1000000000,,,,,,,,,,
annual_industry_path,2021.0000000000,C,manufacturing,2903858.0000000000,0.3545993009,160.2000000000,15.5000000000,,,,,,,,,,
annual_industry_path,2021.0000000000,D,electricity_gas,34992.0000000000,0.0042729840,165.7000000000,11.6000000000,,,,,,,,,,
annual_industry_path,2021.0000000000,E,water_waste,37815.0000000000,0.0046177095,163.5000000000,6.5000000000,,,,,,,,,,
annual_industry_path,2021.0000000000,F,construction,477730.0000000000,0.0583371239,161.6000000000,4.0000000000,,,,,,,,,,
annual_industry_path,2021.0000000000,G,wholesale_retail,1703099.0000000000,0.2079708150,155.5000000000,2.8000000000,,,,,,,,,,
annual_industry_path,2021.0000000000,H,transportation_storage,299433.0000000000,0.0365647123,162.2000000000,7.8000000000,,,,,,,,,,
annual_industry_path,2021.0000000000,I,accommodation_food,497997.0000000000,0.0608119915,151.8000000000,3.7000000000,,,,,,,,,,
annual_industry_path,2021.0000000000,J,information_communication,267494.0000000000,0.0326645399,159.6000000000,1.8000000000,,,,,,,,,,
annual_industry_path,2021.0000000000,K,finance_insurance,393992.0000000000,0.0481116114,162.2000000000,3.4000000000,,,,,,,,,,
annual_industry_path,2021.0000000000,L,real_estate,133635.0000000000,0.0163185933,163.8000000000,3.0000000000,,,,,,,,,,
annual_industry_path,2021.0000000000,M,professional_scientific,340793.0000000000,0.0416153130,159.0000000000,3.3000000000,,,,,,,,,,
annual_industry_path,2021.0000000000,N,support_services,427932.0000000000,0.0522561324,171.6000000000,8.4000000000,,,,,,,,,,
annual_industry_path,2021.0000000000,Q,health_social,484595.0000000000,0.0591754308,154.7000000000,3.5000000000,,,,,,,,,,
annual_industry_path,2021.0000000000,R,arts_recreation,70219.0000000000,0.0085746646,135.9000000000,1.7000000000,,,,,,,,,,
annual_industry_path,2021.0000000000,S,other_services,112428.0000000000,0.0137289393,158.5000000000,2.0000000000,,,,,,,,,,
annual_industry_path,2022.0000000000,B,mining,3091.0000000000,0.0003745584,162.3000000000,6.8000000000,,,,,,,,,,
annual_industry_path,2022.0000000000,C,manufacturing,2918599.0000000000,0.3536673337,159.6000000000,15.0000000000,,,,,,,,,,
annual_industry_path,2022.0000000000,D,electricity_gas,35456.0000000000,0.0042964549,166.5000000000,11.5000000000,,,,,,,,,,
annual_industry_path,2022.0000000000,E,water_waste,38121.0000000000,0.0046193918,163.7000000000,6.2000000000,,,,,,,,,,
annual_industry_path,2022.0000000000,F,construction,481895.0000000000,0.0583946338,162.1000000000,4.1000000000,,,,,,,,,,
annual_industry_path,2022.0000000000,G,wholesale_retail,1703823.0000000000,0.2064643130,157.6000000000,2.9000000000,,,,,,,,,,
annual_industry_path,2022.0000000000,H,transportation_storage,296134.0000000000,0.0358846564,162.3000000000,8.0000000000,,,,,,,,,,
annual_industry_path,2022.0000000000,I,accommodation_food,504802.0000000000,0.0611704374,153.7000000000,3.7000000000,,,,,,,,,,
annual_industry_path,2022.0000000000,J,information_communication,275197.0000000000,0.0333475716,160.5000000000,2.0000000000,,,,,,,,,,
annual_industry_path,2022.0000000000,K,finance_insurance,396474.0000000000,0.0480435656,162.7000000000,3.5000000000,,,,,,,,,,
annual_industry_path,2022.0000000000,L,real_estate,136591.0000000000,0.0165516999,165.2000000000,3.0000000000,,,,,,,,,,
annual_industry_path,2022.0000000000,M,professional_scientific,342690.0000000000,0.0415261770,159.6000000000,3.3000000000,,,,,,,,,,
annual_industry_path,2022.0000000000,N,support_services,435121.0000000000,0.0527266966,169.6000000000,7.6000000000,,,,,,,,,,
annual_industry_path,2022.0000000000,Q,health_social,498829.0000000000,0.0604466466,156.3000000000,3.8000000000,,,,,,,,,,
annual_industry_path,2022.0000000000,R,arts_recreation,73935.0000000000,0.0089592282,150.3000000000,2.5000000000,,,,,,,,,,
annual_industry_path,2022.0000000000,S,other_services,111627.0000000000,0.0135266350,163.8000000000,1.9000000000,,,,,,,,,,
annual_industry_path,2023.0000000000,B,mining,3105.0000000000,0.0003756857,160.5000000000,7.5000000000,,,,,,,,,,
annual_industry_path,2023.0000000000,C,manufacturing,2888729.0000000000,0.3495182693,159.2000000000,15.2000000000,,,,,,,,,,
annual_industry_path,2023.0000000000,D,electricity_gas,35934.0000000000,0.0043477908,165.7000000000,12.3000000000,,,,,,,,,,
annual_industry_path,2023.0000000000,E,water_waste,39323.0000000000,0.0047578388,162.9000000000,5.8000000000,,,,,,,,,,
annual_industry_path,2023.0000000000,F,construction,485376.0000000000,0.0587274817,161.8000000000,4.3000000000,,,,,,,,,,
annual_industry_path,2023.0000000000,G,wholesale_retail,1703230.0000000000,0.2060802525,159.9000000000,3.3000000000,,,,,,,,,,
annual_industry_path,2023.0000000000,H,transportation_storage,296726.0000000000,0.0359020033,162.3000000000,8.7000000000,,,,,,,,,,
annual_industry_path,2023.0000000000,I,accommodation_food,517943.0000000000,0.0626678864,155.8000000000,5.2000000000,,,,,,,,,,
annual_industry_path,2023.0000000000,J,information_communication,278230.0000000000,0.0336641021,159.9000000000,2.3000000000,,,,,,,,,,
annual_industry_path,2023.0000000000,K,finance_insurance,401054.0000000000,0.0485250434,161.8000000000,3.8000000000,,,,,,,,,,
annual_industry_path,2023.0000000000,L,real_estate,135099.0000000000,0.0163461400,166.4000000000,3.7000000000,,,,,,,,,,
annual_industry_path,2023.0000000000,M,professional_scientific,343467.0000000000,0.0415573740,160.5000000000,3.4000000000,,,,,,,,,,
annual_industry_path,2023.0000000000,N,support_services,435767.0000000000,0.0527251008,169.9000000000,7.3000000000,,,,,,,,,,
annual_industry_path,2023.0000000000,Q,health_social,502454.0000000000,0.0607938136,161.5000000000,4.4000000000,,,,,,,,,,
annual_industry_path,2023.0000000000,R,arts_recreation,82651.0000000000,0.0100002577,159.3000000000,3.4000000000,,,,,,,,,,
annual_industry_path,2023.0000000000,S,other_services,115799.0000000000,0.0140109599,166.6000000000,2.0000000000,,,,,,,,,,
annual_industry_path,2024.0000000000,B,mining,3038.0000000000,0.0003661205,159.6000000000,7.0000000000,,,,,,,,,,
annual_industry_path,2024.0000000000,C,manufacturing,2861523.0000000000,0.3448525907,160.9000000000,16.2000000000,,,,,,,,,,
annual_industry_path,2024.0000000000,D,electricity_gas,36458.0000000000,0.0043936868,164.0000000000,11.9000000000,,,,,,,,,,
annual_industry_path,2024.0000000000,E,water_waste,38955.0000000000,0.0046946094,162.0000000000,5.9000000000,,,,,,,,,,
annual_industry_path,2024.0000000000,F,construction,495067.0000000000,0.0596623328,162.3000000000,5.0000000000,,,,,,,,,,
annual_industry_path,2024.0000000000,G,wholesale_retail,1713292.0000000000,0.2064750781,160.1000000000,3.5000000000,,,,,,,,,,
annual_industry_path,2024.0000000000,H,transportation_storage,296707.0000000000,0.0357572445,161.4000000000,9.1000000000,,,,,,,,,,
annual_industry_path,2024.0000000000,I,accommodation_food,534428.0000000000,0.0644058707,156.5000000000,6.2000000000,,,,,,,,,,
annual_industry_path,2024.0000000000,J,information_communication,276000.0000000000,0.0332617683,159.6000000000,2.6000000000,,,,,,,,,,
annual_industry_path,2024.0000000000,K,finance_insurance,405844.0000000000,0.0489097431,160.5000000000,3.8000000000,,,,,,,,,,
annual_industry_path,2024.0000000000,L,real_estate,135264.0000000000,0.0163011588,163.8000000000,2.6000000000,,,,,,,,,,
annual_industry_path,2024.0000000000,M,professional_scientific,343343.0000000000,0.0413775193,160.3000000000,3.2000000000,,,,,,,,,,
annual_industry_path,2024.0000000000,N,support_services,443846.0000000000,0.0534895030,169.1000000000,7.4000000000,,,,,,,,,,
annual_industry_path,2024.0000000000,Q,health_social,513371.0000000000,0.0618682147,161.0000000000,4.7000000000,,,,,,,,,,
annual_industry_path,2024.0000000000,R,arts_recreation,82976.0000000000,0.0099997409,161.0000000000,2.8000000000,,,,,,,,,,
annual_industry_path,2024.0000000000,S,other_services,117703.0000000000,0.0141848185,165.1000000000,2.2000000000,,,,,,,,,,
annual_aggregate_path,2000.0000000000,ALL,common_16_weighted_aggregate,5933627.0000000000,1.0000000000,180.2271967887,9.8523381905,,,,,,,,,,
annual_aggregate_path,2001.0000000000,ALL,common_16_weighted_aggregate,5716477.0000000000,1.0000000000,171.7531070798,8.5904786462,,,,,,,,,,
annual_aggregate_path,2002.0000000000,ALL,common_16_weighted_aggregate,5650206.0000000000,1.0000000000,172.4555705934,8.9436019324,,,,,,,,,,
annual_aggregate_path,2003.0000000000,ALL,common_16_weighted_aggregate,5785355.0000000000,1.0000000000,172.0879036982,9.2022232516,,,,,,,,,,
annual_aggregate_path,2004.0000000000,ALL,common_16_weighted_aggregate,6025886.0000000000,1.0000000000,173.4972960491,9.9895510801,,,,,,,,,,
annual_aggregate_path,2005.0000000000,ALL,common_16_weighted_aggregate,6201109.0000000000,1.0000000000,172.4234640610,9.5434555819,,,,,,,,,,
annual_aggregate_path,2006.0000000000,ALL,common_16_weighted_aggregate,6373063.0000000000,1.0000000000,171.7953969857,9.0786682322,,,,,,,,,,
annual_aggregate_path,2007.0000000000,ALL,common_16_weighted_aggregate,6524749.0000000000,1.0000000000,171.3619093087,9.0795767469,,,,,,,,,,
annual_aggregate_path,2008.0000000000,ALL,common_16_weighted_aggregate,6633443.0000000000,1.0000000000,171.4593115822,8.1504941853,,,,,,,,,,
annual_aggregate_path,2009.0000000000,ALL,common_16_weighted_aggregate,6397004.0000000000,1.0000000000,170.7590961331,6.3879915817,,,,,,,,,,
annual_aggregate_path,2010.0000000000,ALL,common_16_weighted_aggregate,6622799.0000000000,1.0000000000,172.6676387733,8.9413609563,,,,,,,,,,
annual_aggregate_path,2011.0000000000,ALL,common_16_weighted_aggregate,6857824.0000000000,1.0000000000,170.6491743737,8.5525308028,,,,,,,,,,
annual_aggregate_path,2012.0000000000,ALL,common_16_weighted_aggregate,7002291.0000000000,1.0000000000,170.8201058054,8.1058476147,,,,,,,,,,
annual_aggregate_path,2013.0000000000,ALL,common_16_weighted_aggregate,7129983.0000000000,1.0000000000,169.0062476867,8.5324641868,,,,,,,,,,
annual_aggregate_path,2014.0000000000,ALL,common_16_weighted_aggregate,7305589.0000000000,1.0000000000,169.6242752501,8.6521938067,,,,,,,,,,
annual_aggregate_path,2015.0000000000,ALL,common_16_weighted_aggregate,7453211.0000000000,1.0000000000,167.3486815951,8.3606240585,,,,,,,,,,
annual_aggregate_path,2016.0000000000,ALL,common_16_weighted_aggregate,7556149.0000000000,1.0000000000,161.3679369875,8.5315001994,,,,,,,,,,
annual_aggregate_path,2017.0000000000,ALL,common_16_weighted_aggregate,7706869.0000000000,1.0000000000,161.8624889693,7.9783565933,,,,,,,,,,
annual_aggregate_path,2018.0000000000,ALL,common_16_weighted_aggregate,7851898.0000000000,1.0000000000,161.6303403330,8.0356512018,,,,,,,,,,
annual_aggregate_path,2019.0000000000,ALL,common_16_weighted_aggregate,8086330.0000000000,1.0000000000,161.4408605882,7.7778776899,,,,,,,,,,
annual_aggregate_path,2020.0000000000,ALL,common_16_weighted_aggregate,8125971.0000000000,1.0000000000,161.3882514717,7.4293343651,,,,,,,,,,
annual_aggregate_path,2021.0000000000,ALL,common_16_weighted_aggregate,8189125.0000000000,1.0000000000,159.0308388259,8.0008279273,,,,,,,,,,
annual_aggregate_path,2022.0000000000,ALL,common_16_weighted_aggregate,8252385.0000000000,1.0000000000,159.6915587676,7.8372367746,,,,,,,,,,
annual_aggregate_path,2023.0000000000,ALL,common_16_weighted_aggregate,8264887.0000000000,1.0000000000,160.5716383176,8.1453892715,,,,,,,,,,
annual_aggregate_path,2024.0000000000,ALL,common_16_weighted_aggregate,8297815.0000000000,1.0000000000,161.0361681479,8.6077771437,,,,,,,,,,
reform_window_comparison,,I,accommodation_food,,,,,-1.6437500000,-1.5333333333,0.0937500000,-0.1333333333,0.1104166667,-0.2270833333,,,,
